-93.72697444056394	17.374910441227257	0.0
-94.12016291770851	17.379444208927453	0.0
-94.52488703804556	17.384109584148973	0.0
-94.94551081821555	17.38895043404773	0.0
-95.36595912120538	17.393806542269886	0.0
-95.79936976643512	17.398813334293664	0.0
-96.33419795223745	17.4049797905609	0.0
-96.6788787387195	17.408952800557017	0.0
-97.05744166573277	17.413314907811582	0.0
-97.4693374162307	17.418064205907285	0.0
-97.83057398867095	17.42222794657573	0.0
-98.299888564914	17.427641002926975	0.0
-98.6716918493039	17.4319268129766	0.0
-99.16903681866825	17.43766221171245	0.0
-99.59431452868739	17.44256791519001	0.0
-100.13129420444602	17.44875916559249	0.0
-100.61988825933076	17.454389662016183	0.0
-101.18970484938473	17.459812252316624	0.0
-101.71679682791	17.46364220790565	0.0
-102.27754206751706	17.46756562264636	0.0
-102.83058161952067	17.47054108697921	0.0
-103.42054743989138	17.462411964777857	0.0
-103.93611140537541	17.44378098472953	0.0
-104.46420283539919	17.41688927868381	0.0
-104.96990199352149	17.37421235209331	0.0
-105.51184840482892	17.300943459384143	0.0
-106.05120844958583	17.206319894175977	0.0
-106.6319732212578	17.093191233463585	0.0
-107.23449702502694	16.97314843395725	0.0
-108.13603968807729	16.771162119694054	0.0
-108.84318537946092	16.581432429607958	0.0
-109.73747248778818	16.30609520850703	0.0
-110.45086665422423	16.03246316080913	0.0
-111.21572871442186	15.650775996036828	0.0
-111.95135493535781	15.177409261465073	0.0
-112.55430598458042	14.725134934298694	0.0
-113.35024256788893	14.063211526721716	0.0
-114.29447169386549	13.17798718623817	0.0
-115.03362269472564	12.41530713159591	0.0
-115.833938552998	11.545730679761618	0.0
-116.7382735752035	10.418624964542687	0.0
-117.51621241710382	9.196350185200572	0.0
-118.10323329118546	7.819551081396639	0.0
-118.4547576449113	6.074063386768103	0.0
-118.54039759747684	4.576870052143931	0.0
-118.53314204362687	2.9511824529618025	0.0
-118.53842921339674	1.1122036813758314	0.0
-118.54445643589133	-0.7063238956034184	0.0
-118.55539698811481	-2.5581947905011475	0.0
-118.56602473423118	-4.412491712719202	0.0
-118.57649989199126	-6.230580241885036	0.0
-118.5878753195866	-8.205840977840126	0.0
-118.59760279895272	-9.897516161203384	0.0
-118.60813136317302	-11.72687903046608	0.0
-118.6186675556819	-13.557830722536892	0.0
-118.62816615292104	-15.20825568260625	0.0
-118.63787074183347	-16.895732794888318	0.0
-118.64657588140108	-18.4631976201199	0.0
-118.65421290468657	-19.76265326468274	0.0
-118.66050715697929	-20.820936118252575	0.0
-118.66574854933424	-21.704131992999464	0.0
-118.67050166270928	-22.498052508570254	0.0
-118.67543025244959	-23.323430926539004	0.0
-118.68049616977805	-24.170850669499487	0.0
-118.68550868186867	-25.009149465244263	0.0
-118.6902923132875	-25.810453326441348	0.0
-118.69534297066275	-26.684183036908507	0.0
-118.69847865268821	-27.348104392178357	0.0
-118.70273585530231	-28.071638021152467	0.0
-118.70612330676522	-28.766273412387818	0.0
-118.71130366524449	-29.431327734608203	0.0
-118.72264094633283	-30.052545461803675	0.0
-118.7681731718476	-30.69638434331864	0.0
